cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
8.19,2,2,1,1,1,0,53.1,9.0,44.5,0,5,0,85.6,3,1,1,0,59.71
5.01,2,3,0,1,0,0,92.7,9.0,56.2,0,1,0,45.0,1,1,2,3,37.12
5.64,2,3,0,1,0,0,86.0,7.5,74.7,0,5,0,58.2,1,1,2,1,46.88
5.78,0,3,1,0,1,0,77.9,9.3,76.8,1,2,0,71.9,2,1,0,1,88.25
7.8,0,3,0,0,0,1,65.8,7.3,41.9,0,3,0,43.6,1,1,2,1,44.1
5.68,2,1,0,0,1,0,17.2,7.3,91.0,2,4,0,69.9,1,1,2,0,50.35
7.9,5,1,1,1,0,0,72.6,8.5,95.5,2,3,1,76.4,2,1,0,1,73.35
8.81,5,3,0,0,0,0,20.3,8.7,66.5,1,6,0,70.2,0,1,2,3,38.74
7.37,2,3,1,1,0,1,25.5,7.7,91.3,0,1,0,62.2,3,1,1,0,67.49
6.79,1,3,0,1,0,0,98.7,8.2,88.9,3,1,0,69.8,1,1,2,3,44.15
9.29,4,1,1,1,0,0,12.3,5.6,88.2,1,5,0,68.7,2,1,0,2,81.02
5.93,4,1,1,1,0,1,26.8,7.8,52.1,0,4,0,72.4,3,1,1,2,61.19
6.05,5,1,1,1,0,0,68.3,8.6,96.7,1,5,1,76.4,2,1,0,1,88.04
8.02,4,2,1,0,0,0,31.5,4.7,58.6,0,6,0,54.3,1,1,2,2,39.26
5.58,2,1,0,0,0,0,81.2,6.3,77.9,1,1,0,34.0,0,0,0,3,0.0
6.93,0,1,1,1,0,1,17.5,4.2,70.4,1,4,0,74.8,3,1,0,3,79.08
7.83,3,3,1,1,1,0,14.7,8.0,72.4,2,5,0,98.9,3,1,0,3,75.62
7.26,2,2,1,1,1,0,45.2,9.0,90.2,3,2,2,97.2,3,1,1,2,66.16
6.2,4,3,1,1,0,1,47.4,6.0,94.9,3,1,0,84.5,3,1,0,3,84.26
9.57,3,2,1,0,1,0,49.7,9.1,75.1,0,2,0,60.9,2,1,0,3,81.66
8.15,2,2,1,1,0,0,81.5,7.2,84.7,1,3,0,69.9,2,1,0,0,72.29
9.42,5,1,1,0,0,0,85.4,6.8,54.2,0,2,0,36.5,1,1,2,1,40.55
7.96,4,3,1,1,0,0,26.6,6.9,92.7,3,5,0,97.9,2,1,1,0,68.68
5.36,1,1,0,0,0,0,65.7,6.7,86.5,2,5,0,61.8,0,1,2,3,40.57
8.0,5,2,1,0,1,0,98.5,9.1,68.3,1,6,0,90.2,2,1,0,3,82.93
9.63,1,2,1,0,1,1,91.3,6.6,61.6,3,6,1,108.4,3,1,0,2,75.45
7.03,5,2,0,0,1,1,7.2,7.0,73.6,1,3,0,62.4,2,1,1,0,59.14
8.32,4,1,0,1,0,1,21.6,9.7,87.9,0,1,0,51.8,2,1,0,0,87.44
5.67,3,3,0,0,0,0,55.1,9.2,87.3,1,5,1,61.6,0,0,0,3,0.0
6.24,2,3,1,1,1,0,0.3,9.2,53.7,2,2,0,82.9,3,1,0,3,68.29
8.38,4,3,1,1,0,1,90.6,6.7,97.2,0,2,0,64.6,3,1,1,1,67.51
9.03,3,2,1,0,1,1,59.0,6.2,64.9,0,5,0,74.0,3,1,0,1,77.73
8.66,1,1,0,1,0,1,14.4,4.9,84.5,3,1,1,65.3,2,1,1,1,52.53
8.17,3,2,0,0,0,0,16.4,9.7,84.7,1,5,0,63.6,0,1,2,1,34.49
9.35,0,3,1,1,0,0,10.2,9.4,63.0,1,6,0,92.7,2,1,0,0,85.61
9.58,2,1,1,1,0,0,52.9,5.9,64.4,0,4,2,55.7,2,1,1,0,49.23
9.28,2,3,1,0,0,0,22.7,4.9,65.6,0,1,0,28.1,1,0,0,3,0.0
6.71,0,3,1,0,0,1,45.0,4.4,84.2,1,6,0,77.2,2,1,1,0,51.07
7.44,0,3,0,0,1,0,59.2,9.5,70.8,1,4,3,66.6,1,0,0,3,0.0
7.6,2,3,1,0,0,0,90.0,7.9,57.3,1,5,2,64.5,1,1,2,3,52.63
9.98,3,1,1,1,1,0,91.7,7.6,70.6,2,6,0,98.3,3,1,3,0,117.35
9.12,2,3,0,1,0,1,46.4,7.7,69.9,1,1,2,60.4,2,0,0,3,0.0
6.03,0,3,1,0,1,0,66.7,9.4,90.3,0,5,0,68.5,2,1,0,2,68.05
5.98,1,2,0,1,1,0,55.3,9.5,94.5,2,5,0,97.4,2,1,1,3,69.41
6.69,3,1,0,0,1,1,35.9,4.0,96.3,1,5,0,67.2,2,1,0,3,72.76
8.84,1,3,0,0,0,0,40.8,4.2,53.6,0,2,0,19.5,0,0,0,3,0.0
7.72,5,1,0,0,1,0,93.6,4.0,40.0,2,5,2,70.9,1,1,2,2,46.03
6.36,2,1,0,1,0,0,58.0,5.2,64.8,0,3,0,40.0,1,1,2,1,42.03
9.1,1,3,0,1,0,1,52.5,10.0,91.7,0,6,2,79.0,2,1,0,1,76.23
7.93,4,1,1,1,0,1,3.8,8.1,48.5,1,4,1,83.3,3,1,0,3,71.93
5.54,0,1,0,0,0,0,90.4,5.5,95.2,3,1,0,48.9,0,1,2,3,45.15
9.72,1,3,1,1,0,0,52.9,5.4,41.6,0,3,0,53.8,2,1,1,2,55.87
5.82,2,1,1,0,0,0,62.4,6.6,75.3,2,2,2,59.9,1,1,2,0,47.03
6.51,4,3,0,0,1,0,46.1,8.1,82.6,1,3,0,63.4,1,1,2,2,41.24
8.63,2,3,0,1,0,0,24.6,8.2,74.0,1,2,0,57.1,1,0,0,3,0.0
9.18,2,3,0,1,0,0,13.6,10.0,60.1,1,1,0,54.8,1,0,0,3,0.0
6.51,4,3,1,1,0,0,94.5,6.0,93.7,2,1,0,67.8,2,1,1,0,73.27
5.7,5,1,0,1,0,0,69.5,8.7,57.1,0,3,0,53.1,1,1,2,3,40.34
7.81,3,3,0,0,0,1,21.7,5.1,83.3,3,6,0,89.8,1,1,2,2,41.78
5.36,0,1,1,0,1,1,59.9,8.2,89.3,2,6,2,106.1,3,1,0,1,92.53
8.29,1,2,1,1,0,1,40.0,6.6,79.5,0,1,0,51.0,3,1,1,2,56.26
9.68,4,2,0,0,0,0,10.4,6.7,91.8,2,5,2,66.2,0,0,0,3,0.0
7.78,0,2,0,0,0,1,1.8,8.7,89.6,0,3,0,53.1,1,0,0,3,0.0
9.1,5,1,0,0,0,0,31.0,4.7,41.1,2,3,0,49.9,0,1,2,3,46.74
8.16,4,3,1,1,0,0,10.2,4.8,82.1,2,1,1,63.9,2,1,1,2,60.73
7.88,2,2,1,0,1,1,79.0,5.6,94.2,0,4,1,66.4,3,1,1,0,61.48
5.72,0,2,1,1,0,1,76.3,9.0,54.5,1,4,0,83.9,3,1,0,3,82.86
6.55,5,3,0,1,0,0,44.9,5.2,63.1,1,6,0,63.7,1,1,2,2,42.08
6.91,5,2,1,1,0,0,26.8,8.3,55.7,1,4,1,73.8,2,1,0,2,74.38
8.53,0,1,1,1,0,1,88.6,4.4,82.5,2,3,0,83.1,3,1,3,1,94.06
6.89,1,1,1,0,1,1,100.0,5.5,92.1,1,1,0,63.6,3,1,0,1,79.77
5.91,2,3,1,0,1,0,9.7,7.8,99.1,1,5,0,75.7,2,1,1,2,65.48
8.85,4,1,0,0,0,1,18.6,7.9,79.5,1,4,0,60.5,1,1,2,1,42.52
5.46,1,2,0,1,0,0,62.1,8.1,54.5,1,1,0,45.0,1,1,2,3,44.93
5.98,0,3,1,0,0,0,75.1,7.0,93.6,0,5,2,52.8,1,0,0,3,0.0
9.1,4,2,1,1,0,1,45.0,9.1,64.6,2,6,0,108.9,3,1,0,1,93.08
8.27,1,3,1,1,0,1,99.3,5.0,82.9,1,6,1,80.6,3,1,1,1,71.99
7.57,2,1,1,1,0,0,34.8,4.9,71.8,1,5,1,74.2,2,1,1,3,71.0
9.74,1,2,0,1,1,0,67.9,8.2,77.8,2,2,0,77.4,2,1,0,1,89.44
7.17,2,1,1,0,0,1,60.3,4.8,99.3,3,2,0,76.7,2,1,0,0,92.41
9.28,3,1,0,0,0,1,11.0,8.4,48.2,3,1,0,74.7,1,1,2,1,44.06
9.14,2,1,1,1,1,0,40.0,9.5,68.0,2,5,2,101.1,3,1,0,1,72.76
5.53,2,2,0,0,0,0,92.2,9.3,84.9,1,1,0,39.4,0,1,2,3,44.68
9.18,2,1,0,0,0,1,48.6,5.5,41.9,1,2,1,48.4,1,1,2,3,49.73
6.22,2,3,1,1,0,1,16.5,4.2,72.2,0,4,1,57.9,3,0,0,3,0.0
6.5,2,2,1,1,0,1,29.8,7.9,63.9,1,6,1,92.1,3,1,0,3,71.52
7.78,1,3,1,0,0,0,92.8,8.1,85.4,0,2,0,48.2,1,1,2,1,46.06
7.02,0,3,1,0,1,1,92.9,6.3,69.4,0,5,0,70.9,3,1,1,3,55.96
6.02,4,3,0,0,0,0,34.3,7.1,52.0,3,4,0,66.5,0,0,0,3,0.0
9.26,5,1,1,0,1,0,47.3,7.1,73.8,1,2,0,66.2,2,1,0,3,70.33
9.15,2,3,1,0,0,0,41.4,7.2,57.6,1,2,0,55.4,1,0,0,3,0.0
7.42,1,2,1,0,0,1,42.2,8.3,48.9,0,5,0,70.2,2,1,0,1,65.94
5.8,2,3,0,0,0,1,63.1,9.8,75.4,2,1,0,65.7,1,1,2,0,48.16
9.05,0,3,0,1,0,1,3.2,6.3,97.8,1,6,0,76.4,2,1,1,1,64.3
9.9,2,1,0,1,0,0,48.5,5.4,80.6,1,6,0,65.8,1,1,2,3,42.28
8.36,2,1,0,1,0,1,94.5,8.6,89.4,1,5,1,79.8,2,1,0,2,72.52
7.78,5,3,1,1,0,1,40.6,7.2,72.0,1,5,0,83.7,3,1,1,1,68.38
7.28,3,1,1,1,1,1,18.0,8.5,61.5,0,1,1,69.8,4,1,1,3,69.41
5.01,5,2,1,1,1,1,43.3,6.6,50.0,3,4,0,110.4,4,1,0,0,75.59
7.82,5,2,1,0,1,0,20.4,6.5,95.4,1,5,2,73.8,2,1,1,2,63.27
6.06,2,3,1,1,0,0,92.9,4.0,65.0,0,6,2,57.4,2,0,0,3,0.0
8.44,0,3,0,1,0,1,39.1,6.3,68.3,3,1,1,69.2,2,1,0,0,74.01
9.58,0,1,1,0,0,0,5.1,6.1,57.6,3,1,0,67.6,1,1,2,3,44.92
9.63,3,2,0,0,0,1,32.7,9.5,55.4,0,4,1,56.9,1,0,0,3,0.0
5.54,2,3,0,1,0,0,95.2,7.3,71.9,1,3,0,58.2,1,1,2,2,53.43
7.32,4,2,0,0,0,0,39.5,6.6,91.2,2,1,1,44.7,0,1,2,0,47.14
9.5,4,2,1,0,1,0,93.4,9.1,95.0,1,2,1,67.5,2,1,0,1,72.19
7.11,0,2,1,0,0,1,68.0,4.5,42.0,0,3,1,53.1,2,0,0,3,0.0
8.25,5,2,1,0,0,0,45.3,5.8,73.2,1,1,0,45.4,1,1,2,3,49.81
6.74,1,2,0,0,0,0,7.5,7.8,74.1,1,5,0,58.9,0,0,0,3,0.0
8.62,3,1,1,1,1,0,66.7,7.9,89.4,2,3,2,87.8,3,1,0,0,76.4
8.07,1,2,0,1,1,0,68.2,9.8,53.9,1,5,0,88.3,2,1,1,0,66.18
7.82,3,3,1,0,0,0,69.6,7.2,77.3,0,3,0,46.5,1,1,2,3,51.23
9.84,2,1,1,0,0,1,30.5,6.5,80.5,0,4,0,62.7,2,1,0,1,79.6
5.68,5,1,1,0,0,1,50.0,8.2,88.1,2,1,0,67.6,2,1,0,3,74.77
6.03,3,2,1,1,0,0,19.4,5.8,56.8,2,5,2,78.0,2,1,1,3,68.51
7.44,5,1,1,0,0,1,59.5,6.9,46.0,0,2,3,46.6,2,0,0,3,0.0
5.47,4,3,1,1,0,0,93.3,4.4,60.9,1,3,0,56.7,2,1,1,1,57.2
9.97,2,3,1,1,0,0,86.2,6.0,46.4,0,1,1,39.7,2,0,0,3,0.0
5.38,1,3,1,1,0,0,16.6,6.3,94.4,0,3,0,49.3,2,0,0,3,0.0
9.3,4,3,1,1,0,0,3.8,5.5,99.5,1,3,0,63.7,2,0,0,3,0.0
5.07,4,1,1,1,1,0,98.8,6.8,86.0,1,4,0,82.4,3,1,0,0,84.98
7.5,0,1,0,0,1,1,78.3,4.2,62.9,1,1,2,50.7,2,1,0,0,66.84
5.13,4,2,1,1,1,0,64.2,8.2,57.2,1,1,0,65.9,3,1,0,3,66.5
6.3,3,1,1,0,1,0,32.0,5.5,76.1,0,5,0,61.0,2,1,1,3,61.61
7.15,0,3,1,1,1,1,36.8,8.2,59.2,2,5,2,109.5,4,1,1,1,67.76
6.89,4,1,1,1,0,1,7.7,7.8,96.5,1,4,0,82.9,3,1,0,0,83.84
5.57,2,1,1,0,0,1,36.4,9.5,46.5,3,6,0,103.6,2,1,0,1,83.81
7.86,4,1,1,0,1,1,53.4,5.0,91.9,0,6,1,79.3,3,1,1,3,56.85
9.88,0,3,1,0,0,0,20.2,8.2,83.4,2,1,0,56.4,1,1,2,1,44.45
7.8,4,3,1,1,1,1,72.8,7.7,62.0,1,1,0,78.1,4,1,0,0,72.78
6.09,0,2,0,1,0,0,46.1,5.3,73.7,2,2,0,53.4,1,1,2,1,41.0
5.45,2,1,0,1,0,1,71.7,7.4,67.0,1,3,1,72.1,2,1,0,3,85.24
5.95,5,3,1,1,0,0,40.1,5.1,43.6,2,5,0,83.5,2,1,1,3,67.33
9.73,1,1,1,0,0,1,1.7,5.0,94.5,0,5,0,63.2,2,1,1,3,53.98
8.04,1,2,1,1,1,0,2.6,5.7,49.3,0,6,0,73.6,3,1,0,3,62.54
9.3,1,1,0,0,0,0,72.7,4.0,86.8,2,3,0,45.5,0,1,2,2,40.79
9.95,3,1,0,0,0,0,50.2,9.6,81.8,1,5,1,60.0,0,1,2,0,42.98
5.35,4,2,1,0,1,1,34.0,5.4,79.0,3,1,0,85.6,3,1,1,0,69.21
8.62,2,3,1,0,0,0,43.7,6.4,51.0,0,1,0,39.0,1,0,0,3,0.0
6.82,1,2,1,0,0,0,0.2,8.2,90.1,1,1,0,50.9,1,0,0,3,0.0
5.47,5,2,1,1,0,0,23.3,6.3,52.3,2,3,0,76.9,2,1,1,2,51.16
8.36,2,2,0,0,0,1,52.4,6.1,96.3,3,4,0,75.0,1,1,2,2,54.07
8.62,4,3,1,0,0,0,72.0,6.7,94.3,1,3,2,54.1,1,1,2,1,39.13
7.97,4,2,1,1,1,1,31.0,9.8,95.1,1,5,0,104.8,4,1,1,0,55.57
5.09,2,3,1,1,1,0,50.0,8.5,46.2,2,2,1,89.9,3,1,1,2,54.55
7.77,5,3,1,0,0,1,74.5,7.0,74.5,1,3,1,63.4,2,1,1,3,54.12
7.18,0,3,1,1,0,0,1.9,6.6,56.1,1,1,0,57.0,2,0,0,3,0.0
8.1,4,1,1,0,0,0,99.8,9.9,47.5,0,4,0,61.9,1,1,2,3,42.58
9.79,4,1,1,1,0,0,94.6,4.4,85.6,3,2,0,72.9,2,1,1,1,75.79
7.12,2,2,0,0,1,0,84.2,7.2,57.0,1,5,0,68.7,1,1,2,2,41.75
9.19,2,2,0,0,1,1,80.4,7.4,65.7,3,5,0,99.2,2,1,0,1,91.37
9.1,3,1,0,1,0,0,44.9,6.9,46.2,1,6,0,72.6,1,1,2,0,47.97
9.3,2,2,1,0,1,1,80.7,4.3,93.8,1,5,0,80.0,3,1,0,3,75.59
5.8,0,2,1,1,0,1,48.1,9.7,48.4,0,3,2,73.7,3,1,1,3,59.45
9.87,4,1,1,1,0,0,59.2,6.7,68.0,0,6,0,69.1,2,1,0,3,73.46
8.83,1,3,1,1,0,1,9.7,6.3,91.2,1,6,0,84.6,3,1,1,2,56.11
5.27,3,1,1,1,0,0,0.6,5.5,65.7,1,2,0,56.8,2,1,0,0,80.64
6.99,1,3,0,1,0,0,8.6,8.2,82.7,1,3,0,55.4,1,1,2,2,43.68
9.72,1,2,0,1,0,0,84.2,6.8,42.0,0,5,0,54.0,1,1,2,2,49.41
7.97,4,2,0,0,0,0,33.8,8.3,63.2,3,5,0,84.6,0,1,2,1,40.99
8.76,5,3,1,1,0,0,49.5,5.2,53.7,1,4,0,62.1,2,1,0,3,89.48
7.07,1,2,1,0,1,0,15.3,4.5,54.5,0,5,0,53.9,2,1,1,2,54.64
5.78,3,3,1,0,0,0,33.9,7.9,60.5,2,4,1,75.4,1,0,0,3,0.0
5.25,1,2,1,0,0,0,65.8,8.2,44.5,0,4,2,54.4,1,0,0,3,0.0
7.78,3,1,1,1,0,1,80.0,6.4,90.5,0,5,0,73.3,3,1,3,0,107.01
7.43,3,2,1,1,1,1,35.8,6.6,94.2,0,6,0,85.9,4,1,1,2,63.07
6.19,5,2,0,0,1,0,18.4,8.0,94.0,0,2,1,41.4,1,0,0,3,0.0
9.24,5,2,0,1,0,1,55.2,7.2,82.1,2,6,0,87.7,2,1,0,3,89.27
9.73,1,2,0,1,0,1,34.2,4.4,83.8,2,3,0,66.7,2,1,0,0,74.06
5.11,0,1,1,1,1,0,65.5,6.8,89.6,0,1,0,53.6,3,1,0,3,71.51
9.97,5,2,0,0,1,0,46.5,5.3,79.9,1,2,0,50.5,1,1,2,2,48.4
7.42,4,1,1,1,1,0,24.3,6.1,46.6,1,3,0,70.0,3,1,0,0,77.08
5.16,1,3,0,0,0,0,84.9,4.2,79.6,0,3,0,29.7,0,0,0,3,0.0
9.55,2,1,1,1,1,0,3.5,4.1,75.2,1,1,2,60.0,3,1,0,3,70.3
5.93,3,1,1,0,0,0,92.0,6.8,89.4,1,5,0,68.5,1,1,2,3,45.06
7.75,2,1,1,1,0,1,42.1,8.7,85.6,0,1,0,62.3,3,1,1,2,54.23
6.15,3,2,1,1,0,0,22.9,8.2,98.8,1,5,2,84.2,2,1,0,0,80.72
6.89,0,3,0,1,0,0,85.4,8.0,51.7,0,3,0,49.4,1,1,2,0,40.43
7.37,2,2,1,0,0,1,65.0,5.6,48.3,3,3,0,83.7,2,1,1,0,70.34
8.78,1,2,1,0,1,0,64.9,7.1,91.0,1,1,0,53.2,2,1,0,2,71.07
8.36,5,2,0,0,0,0,95.9,6.4,59.7,1,6,0,60.3,0,1,2,1,42.88
8.15,2,2,1,1,1,0,64.8,9.5,54.2,0,1,0,61.4,3,1,0,3,89.33
9.53,0,2,1,1,0,0,6.0,8.4,76.8,2,6,0,97.6,2,1,0,0,68.54
5.98,2,3,0,0,0,1,86.1,5.4,53.4,1,4,0,56.4,1,1,2,2,48.04
5.13,5,1,1,1,1,0,82.7,8.8,97.7,1,6,0,99.3,3,1,0,0,78.75
5.18,1,1,1,1,1,0,46.0,4.2,87.4,0,6,0,69.6,3,1,0,3,77.57
5.3,4,1,1,0,0,1,7.5,6.3,76.9,3,3,1,86.7,2,1,0,2,71.39
5.6,5,1,1,1,1,0,62.0,9.1,43.0,1,4,2,83.9,3,1,0,1,88.85
6.64,1,1,0,0,0,0,97.5,5.5,90.2,1,3,0,37.6,0,1,2,3,41.41
9.4,3,2,1,0,0,1,7.3,8.2,57.7,1,5,1,80.8,2,1,0,0,78.26
5.63,3,3,1,1,0,0,24.5,8.0,96.1,2,6,0,91.2,2,1,0,1,69.33
7.64,1,3,0,1,1,1,92.5,6.0,45.3,2,5,0,88.5,3,1,1,3,56.97
7.39,0,1,1,0,1,1,78.8,6.2,99.1,1,1,0,66.1,3,1,3,0,100.79
8.61,2,1,0,0,0,0,81.6,9.0,70.7,1,6,0,69.1,0,1,2,1,47.25
8.46,5,3,1,0,0,1,15.5,5.0,72.0,1,4,1,62.8,2,0,0,3,0.0
8.21,1,1,1,0,1,0,65.5,9.9,78.1,0,3,0,67.0,2,1,0,3,79.34
8.68,5,3,1,0,1,1,4.5,4.2,73.1,1,6,0,84.4,3,1,1,2,62.95
6.15,2,3,0,0,0,0,0.9,8.5,42.4,0,3,0,36.9,0,0,0,3,0.0
7.87,1,2,0,1,1,0,32.5,6.6,53.0,2,5,0,79.8,2,1,0,3,70.48
7.05,3,1,1,0,0,0,33.5,5.9,86.7,3,5,1,83.3,1,1,2,1,45.92
7.28,1,2,0,0,1,1,91.9,5.2,69.5,0,4,0,52.7,2,1,0,2,80.88
5.67,3,1,0,1,1,1,30.9,5.0,84.6,0,6,1,74.6,3,1,0,1,68.4
8.89,5,2,0,0,0,1,32.0,7.0,76.2,2,5,0,72.1,1,1,2,0,44.97
7.92,5,3,0,0,0,0,51.0,4.2,99.5,2,4,0,49.3,0,1,2,1,49.22
9.46,1,1,1,1,0,0,72.1,6.5,49.7,0,4,0,59.4,2,1,1,0,62.9
9.75,5,2,0,1,1,1,0.1,8.1,97.3,2,4,0,94.4,3,1,0,1,94.14
9.95,3,2,1,1,0,1,61.0,5.9,77.0,0,1,0,56.6,3,1,0,1,79.96
6.69,2,3,1,1,1,0,41.7,4.3,90.2,2,5,0,89.3,3,1,0,2,87.34
5.59,5,2,1,1,0,0,74.6,6.4,82.4,0,5,0,60.3,2,1,1,1,67.44
8.27,1,2,1,0,0,0,66.5,5.7,80.7,1,2,0,47.2,1,1,2,0,50.3
9.48,0,2,1,1,0,0,7.0,9.0,54.5,0,5,0,73.6,2,1,1,1,54.76
5.82,0,2,1,1,0,0,82.6,7.0,57.0,1,6,0,81.3,2,1,1,1,61.3
6.53,2,2,0,0,0,0,69.4,9.8,52.6,0,3,0,45.9,0,0,0,3,0.0
7.2,3,3,1,0,0,0,26.9,7.6,42.9,2,4,1,77.5,1,0,0,3,0.0
6.04,1,2,1,0,0,0,56.6,6.5,57.2,2,3,0,62.7,1,1,2,2,45.03
8.52,4,1,1,1,0,1,19.9,4.8,94.4,0,3,0,60.0,3,1,0,2,73.72
5.47,1,2,1,0,0,0,9.2,6.1,80.0,0,1,0,32.1,1,0,0,3,0.0
8.82,4,1,1,0,0,0,45.3,8.1,87.3,3,3,0,81.2,1,1,2,0,48.31
5.35,1,3,0,0,0,0,26.5,7.2,97.0,3,6,0,78.3,0,1,2,3,38.83
7.6,5,2,1,0,0,0,47.7,7.4,48.1,2,3,0,64.3,1,1,2,0,41.09
8.56,5,2,1,0,0,0,33.7,7.5,93.9,2,2,1,65.3,1,1,2,3,39.94
7.34,5,1,0,1,0,0,45.1,9.3,70.1,0,4,1,54.6,1,1,2,0,38.94
6.77,2,2,1,0,1,1,11.5,4.0,93.3,0,1,0,43.9,3,1,1,0,48.71
6.04,3,1,0,1,0,0,76.3,9.0,95.0,1,3,1,58.7,1,1,2,3,51.04
6.83,1,2,0,1,1,0,94.5,4.4,74.1,3,3,0,82.9,2,1,0,1,86.03
7.67,5,3,1,1,0,1,24.0,8.8,96.3,2,2,0,83.3,3,1,0,1,75.95
5.86,1,2,1,1,0,1,43.6,6.8,93.3,2,4,2,92.0,3,1,0,0,80.21
5.22,3,1,0,1,0,0,81.6,7.4,72.9,0,1,3,37.3,1,0,0,3,0.0
9.19,1,3,1,1,0,0,64.0,9.1,69.6,0,2,0,56.7,2,1,0,2,84.1
7.97,1,2,1,0,0,1,81.6,9.3,66.3,2,5,0,96.4,2,1,0,0,79.94
5.57,0,1,1,0,0,0,33.0,9.7,45.0,2,5,0,84.3,1,1,2,0,45.93
7.78,2,2,0,1,0,1,89.5,8.7,87.8,0,3,0,58.3,2,1,0,0,90.47
5.34,3,3,1,0,1,0,56.2,6.2,76.4,1,3,0,64.1,2,1,1,3,52.13
6.92,0,1,0,1,0,0,11.3,4.2,61.3,1,1,1,41.4,1,0,0,3,0.0
5.86,5,3,1,1,0,0,79.9,8.4,80.4,1,2,1,67.0,2,1,0,1,80.82
6.34,5,2,0,0,1,0,60.9,8.6,86.8,1,1,0,54.6,1,1,2,3,39.4
6.06,3,1,0,0,0,1,85.3,7.3,95.2,1,1,0,43.1,1,1,2,0,46.63
7.73,5,3,0,0,0,0,65.1,5.1,86.4,1,4,1,44.7,0,0,0,3,0.0
9.51,3,1,1,0,1,0,91.4,9.5,74.8,0,6,0,82.6,2,1,1,3,71.21
8.16,5,1,1,0,1,1,67.1,4.6,75.3,0,5,0,66.8,3,1,0,3,80.34
6.34,5,1,0,1,0,0,25.1,5.2,87.7,2,5,0,68.3,1,1,2,2,35.65
7.82,3,1,0,1,0,0,95.0,5.5,49.7,1,1,0,42.0,1,1,2,1,46.53
9.59,0,3,1,1,1,0,88.0,5.4,51.4,1,5,0,80.7,3,1,0,0,80.91
9.63,4,1,1,1,0,0,80.9,7.1,49.8,3,6,1,97.9,2,1,0,3,82.25
6.09,5,2,1,1,0,1,24.0,6.0,58.5,1,3,0,74.7,3,1,1,0,59.35
5.6,4,2,0,1,0,0,69.6,5.3,42.6,1,5,2,58.6,1,0,0,3,0.0
7.42,5,2,1,1,0,1,38.6,6.1,80.8,1,4,0,81.6,3,1,1,0,51.06
6.46,2,3,1,0,0,1,89.2,9.0,47.0,3,3,0,90.5,2,1,1,2,77.63
7.89,1,3,1,1,0,0,15.9,6.4,68.0,2,2,1,66.2,2,0,0,3,0.0
5.66,1,3,1,1,1,1,98.4,4.6,73.2,2,3,1,88.2,4,1,0,0,72.16
7.36,5,3,1,0,1,1,66.2,5.7,53.0,1,2,0,69.3,3,1,0,3,92.02
6.17,4,2,1,1,0,0,96.9,6.8,65.5,0,6,1,66.7,2,1,0,3,84.1
6.8,3,2,0,0,0,0,51.4,9.5,88.6,0,1,0,30.2,0,1,2,3,42.31
7.16,4,1,1,1,0,0,25.2,8.9,73.6,2,6,0,100.2,2,1,1,3,69.49
5.05,2,1,1,0,1,1,0.2,9.5,89.8,3,6,0,120.9,3,1,1,0,72.07
6.11,3,3,1,0,0,0,43.2,6.6,87.0,1,5,0,65.0,1,1,2,1,45.78
6.67,1,1,0,0,1,0,80.7,4.4,45.4,1,1,0,34.7,1,1,2,3,51.45
8.58,5,3,1,1,0,1,30.2,4.0,82.9,0,2,1,54.8,3,0,0,3,0.0
5.52,3,2,0,1,1,1,62.6,4.3,53.3,0,6,0,76.4,3,1,0,3,90.97
8.41,4,3,0,1,0,0,68.6,5.1,45.5,1,2,0,46.1,1,0,0,3,0.0
7.34,0,3,1,1,0,1,91.4,7.7,85.9,1,1,0,69.2,3,1,1,1,57.72
5.89,4,3,1,1,0,0,70.7,7.2,46.3,3,2,0,78.0,2,1,0,2,91.03
8.86,5,3,1,1,0,0,76.0,7.1,89.2,3,5,0,99.5,2,1,1,3,79.77
6.52,0,2,1,0,0,0,97.9,6.9,97.2,0,5,2,54.6,1,0,0,3,0.0
7.62,5,1,1,1,1,0,44.2,5.5,74.7,3,3,0,96.4,3,1,1,1,62.73
5.54,5,3,1,0,0,1,56.8,8.2,77.2,0,2,1,58.1,2,0,0,3,0.0
5.83,3,3,1,1,0,1,83.4,4.1,41.2,1,2,1,59.3,3,1,1,2,58.74
5.97,2,1,1,1,0,1,0.4,6.4,84.6,2,5,0,94.7,3,1,1,3,63.25
5.01,5,3,0,1,0,0,50.5,5.9,77.5,2,3,0,63.6,1,1,2,1,47.68
7.24,4,2,0,0,0,1,95.0,6.7,41.7,1,1,0,44.9,1,1,2,0,53.77
5.08,1,1,0,1,0,0,7.9,8.0,51.1,0,1,3,40.1,1,0,0,3,0.0
8.65,4,2,1,0,0,1,25.1,7.5,56.5,2,3,2,80.5,2,0,0,3,0.0
6.03,1,1,1,1,0,1,31.8,9.5,81.9,2,5,0,99.6,3,1,0,0,92.25
9.76,4,2,0,0,0,0,78.4,5.7,57.3,0,5,0,44.4,0,1,2,2,47.38
6.77,0,1,0,0,0,1,42.5,4.2,97.3,0,6,0,48.2,1,1,2,3,40.22
8.24,3,1,0,1,0,0,75.5,9.0,54.0,1,1,0,55.6,1,1,2,3,44.22
7.56,4,1,0,0,1,1,72.5,4.4,94.5,3,4,0,82.0,2,1,1,3,68.85
